iid,title,genres
181,Beverly Hills Ninja (1997),Action|Comedy
2037,Metro (1997),Action|Comedy|Crime|Drama|Thriller
2207,"Cement Garden, The (1993)",Drama
1185,Dante's Peak (1997),Action|Thriller
2395,Meet Wally Sparks (1997),Comedy
2931,Amos & Andrew (1993),Comedy
416,Benny & Joon (1993),Comedy|Romance
114,Prefontaine (1997),Drama
2464,McHale's Navy (1997),Comedy|War
538,Kolya (Kolja) (1996),Comedy|Drama
2949,Gridlock'd (1997),Crime
340,Waiting for Guffman (1996),Comedy
1748,"Beautician and the Beast, The (1997)",Comedy|Romance
2432,SubUrbia (1997),Comedy|Drama
2906,Hotel de Love (1996),Comedy|Romance
2548,"Pest, The (1997)",Comedy
1352,Fools Rush In (1997),Comedy|Drama|Romance
2979,Touch (1997),Drama|Fantasy|Romance
1803,Absolute Power (1997),Mystery|Thriller
2142,That Darn Cat (1997),Children|Comedy|Mystery
807,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
1365,That Old Feeling (1997),Comedy|Romance
1541,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
2550,Rosewood (1997),Action|Drama
226,Donnie Brasco (1997),Crime|Drama
1157,Booty Call (1997),Comedy|Romance
2396,City of Industry (1997),Crime|Thriller
2551,Best Men (1997),Action|Comedy|Crime|Drama
1806,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy
2552,Kama Sutra: A Tale of Love (1996),Romance
444,Private Parts (1997),Comedy|Drama
2045,Love Jones (1997),Romance
845,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
1651,Smilla's Sense of Snow (1997),Drama|Thriller
2659,"Van, The (1996)",Comedy|Drama
1890,Crash (1996),Drama|Thriller
2766,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance
273,Liar Liar (1997),Comedy
902,Selena (1997),Drama|Musical
456,"Devil's Own, The (1997)",Action|Drama|Thriller
2145,Cats Don't Dance (1997),Animation|Children|Musical
2147,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
2833,Anna Karenina (1997),Drama|Romance
2553,Double Team (1997),Action
814,Inventing the Abbotts (1997),Drama|Romance
1078,Anaconda (1997),Action|Adventure|Thriller
314,Grosse Pointe Blank (1997),Comedy|Crime|Romance
2688,8 Heads in a Duffel Bag (1997),Comedy
2251,Paradise Road (1997),Drama|War
2783,Traveller (1997),Drama
316,All Over Me (1997),Drama
2875,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance
330,Romy and Michele's High School Reunion (1997),Comedy
2279,Volcano (1997),Action|Drama|Thriller
2482,Children of the Revolution (1996),Comedy
333,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1690,Breakdown (1997),Action|Thriller
2739,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
2869,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy
1802,Fathers' Day (1997),Comedy
155,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
365,Nowhere (1997),Comedy|Drama
2770,"Promise, The (La promesse) (1996)",Drama
224,Love! Valour! Compassion! (1997),Drama|Romance
55,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1374,Addicted to Love (1997),Comedy|Romance
2246,Brassed Off (1996),Comedy|Drama|Romance
86,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
28,Ponette (1996),Drama
809,Schizopolis (1996),Comedy
2658,Shiloh (1997),Children|Drama
2707,Trial and Error (1997),Comedy|Romance
2143,Buddy (1997),Adventure|Children|Drama
125,Con Air (1997),Action|Adventure|Thriller
270,"Pillow Book, The (1996)",Drama|Romance
1384,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1077,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
813,Dream With the Fishes (1997),Drama
2508,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
32,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
398,My Best Friend's Wedding (1997),Comedy|Romance
2968,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi
1769,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance
2615,"Contempt (Mépris, Le) (1963)",Drama
430,Face/Off (1997),Action|Crime|Drama|Thriller
189,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
2521,Out to Sea (1997),Comedy
2148,Wild America (1997),Adventure|Children
746,"Simple Wish, A (1997)",Children|Fantasy
536,Contact (1997),Drama|Sci-Fi
2772,Love Serenade (1996),Comedy
749,G.I. Jane (1997),Action|Drama
853,Conan the Barbarian (1982),Action|Adventure|Fantasy
1414,George of the Jungle (1997),Children|Comedy
486,Cop Land (1997),Action|Crime|Drama|Thriller
1702,Event Horizon (1997),Horror|Sci-Fi|Thriller
1096,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
2150,Air Bud (1997),Children|Comedy
1424,Picture Perfect (1997),Comedy|Romance
349,In the Company of Men (1997),Comedy|Drama
2226,Free Willy 3: The Rescue (1997),Adventure|Children|Drama
2254,Career Girls (1997),Drama
137,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
2812,Desperate Measures (1998),Crime|Drama|Thriller
2241,Steel (1997),Action
1749,She's So Lovely (1997),Drama|Romance
972,Hoodlum (1997),Crime|Drama|Film-Noir
1805,Leave It to Beaver (1997),Comedy
1643,Mimic (1997),Horror|Sci-Fi|Thriller
2549,Money Talks (1997),Action|Comedy
2224,Excess Baggage (1997),Adventure|Romance
1067,Kull the Conqueror (1997),Action|Adventure
891,Air Force One (1997),Action|Thriller
1884,187 (One Eight Seven) (1997),Drama|Thriller
78,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1885,My Own Private Idaho (1991),Drama|Romance
2506,"Kiss Me, Guido (1997)",Comedy
2580,Star Maps (1997),Drama
977,In & Out (1997),Comedy
185,"Edge, The (1997)",Adventure|Drama
1649,"Peacemaker, The (1997)",Action|Thriller|War
245,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
900,Seven Years in Tibet (1997),Adventure|Drama|War
1666,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
449,Soul Food (1997),Drama
1888,Wishmaster (1997),Horror
981,"Thousand Acres, A (1997)",Drama
901,"Game, The (1997)",Drama|Mystery|Thriller
2677,Fire Down Below (1997),Action|Drama|Thriller
1889,U Turn (1997),Crime|Drama|Mystery
2046,"MatchMaker, The (1997)",Comedy|Romance
2611,"Assignment, The (1997)",Action|Thriller
1764,"Smile Like Yours, A (1997)",Comedy|Romance
702,Ulee's Gold (1997),Drama
283,"Ice Storm, The (1997)",Drama
468,Chasing Amy (1997),Comedy|Drama|Romance
1400,How to Be a Player (1997),Comedy
176,"Full Monty, The (1997)",Comedy|Drama
2728,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
301,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
906,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
907,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
2706,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
2397,Playing God (1997),Crime|Drama|Thriller
1898,"House of Yes, The (1997)",Comedy|Drama
307,"Fast, Cheap & Out of Control (1997)",Documentary
318,Washington Square (1997),Drama
320,Gattaca (1997),Drama|Sci-Fi|Thriller
745,FairyTale: A True Story (1997),Children|Drama|Fantasy
1153,Phantoms (1998),Drama|Horror|Thriller
1475,Wonderland (1997),Comedy|Documentary
1686,"Life Less Ordinary, A (1997)",Romance|Thriller
494,Eve's Bayou (1997),Drama
2281,Switchback (1997),Crime|Mystery|Thriller
2398,Gang Related (1997),Crime
1302,Stripes (1981),Comedy|War
822,Bean (1997),Comedy
1774,Hugo Pool (1997),Romance
2460,Mad City (1997),Action|Drama
2995,One Night Stand (1997),Drama
2427,Welcome to Sarajevo (1997),Drama|War
3010,Deceiver (1997),Crime|Drama|Thriller
922,"Rainmaker, The (1997)",Drama
507,Boogie Nights (1997),Drama
426,Witness (1985),Drama|Romance|Thriller
771,Starship Troopers (1997),Action|Sci-Fi
1779,Critical Care (1997),Comedy|Drama
508,"Joy Luck Club, The (1993)",Drama|Romance
2844,Chairman of the Board (1998),Comedy
1509,Sliding Doors (1998),Drama|Romance
2244,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
436,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
227,"Wings of the Dove, The (1997)",Drama|Romance
229,Mrs. Dalloway (1997),Drama|Romance
1906,Red Corner (1997),Crime|Thriller
66,"Jackal, The (1997)",Action|Thriller
387,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1167,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
98,Alien: Resurrection (1997),Action|Horror|Sci-Fi
445,Amistad (1997),Drama|Mystery
1156,"Apostle, The (1997)",Drama
2837,Artemisia (1997),Drama
2986,Bent (1997),Drama|War
1515,"Butcher Boy, The (1997)",Comedy|Drama
464,Deconstructing Harry (1997),Comedy|Drama
903,Flubber (1997),Children|Comedy|Fantasy
1390,For Richer or Poorer (1997),Comedy
279,Good Will Hunting (1997),Drama|Romance
2094,Home Alone 3 (1997),Children|Comedy
472,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1399,Mouse Hunt (1997),Children|Comedy
1148,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
304,"Sweet Hereafter, The (1997)",Drama
27,Titanic (1997),Drama|Romance
317,Tomorrow Never Dies (1997),Action|Adventure|Thriller
2660,"Education of Little Tree, The (1997)",Drama
1900,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
2052,"Horse Whisperer, The (1998)",Drama|Romance
2592,"Winter Guest, The (1997)",Drama
322,Jackie Brown (1997),Crime|Drama|Thriller
337,Kundun (1997),Drama
2017,Mr. Magoo (1997),Comedy
341,"Big Lebowski, The (1998)",Comedy|Crime
342,Afterglow (1997),Drama|Romance
344,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
496,Great Expectations (1998),Drama|Romance
1097,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
2556,Firestorm (1998),Action|Adventure|Thriller
2717,Senseless (1998),Comedy
369,Wag the Dog (1997),Comedy
1008,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
2227,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi
1812,Hard Rain (1998),Action|Crime|Thriller
782,Half Baked (1998),Comedy
1165,Fallen (1998),Crime|Drama|Fantasy|Thriller
2271,Shooting Fish (1997),Comedy|Romance
551,"Prophecy II, The (1998)",Horror
232,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama
1588,Spice World (1997),Comedy
1813,Deep Rising (1998),Action|Horror|Sci-Fi
2511,Music From Another Room (1998),Drama|Romance
1908,"Replacement Killers, The (1998)",Action|Crime|Thriller
2560,Night Flier (1997),Horror
1118,Blues Brothers 2000 (1998),Action|Comedy|Musical
519,"Wedding Singer, The (1998)",Comedy|Romance
950,Sphere (1998),Sci-Fi|Thriller
878,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
164,As Good as It Gets (1997),Comedy|Drama|Romance
1457,King of New York (1990),Crime|Thriller
296,Men with Guns (1997),Action|Drama
2880,Twilight (1998),Crime|Drama|Thriller
65,U.S. Marshals (1998),Action|Crime|Thriller
312,Love and Death on Long Island (1997),Comedy|Drama
1817,Everest (1998),Documentary|IMAX
2872,Hush (1998),Thriller
1181,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
118,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
916,"Newton Boys, The (1998)",Crime|Drama
917,Wild Things (1998),Crime|Drama|Mystery|Thriller
420,Paulie (1998),Adventure|Children|Comedy
2905,Fireworks (Hana-bi) (1997),Crime|Drama
505,Primary Colors (1998),Comedy|Drama
2535,Wide Awake (1998),Children|Comedy|Drama
2996,"Price Above Rubies, A (1998)",Drama
1904,Two Girls and a Guy (1997),Comedy|Drama
1724,"Object of My Affection, The (1998)",Comedy|Romance
2845,Meet the Deedles (1998),Children|Comedy
2260,Homegrown (1998),Comedy|Thriller
2646,"Player's Club, The (1998)",Comedy|Drama
2855,Barney's Great Adventure (1998),Adventure|Children
1633,"Big One, The (1997)",Comedy|Documentary
2993,Chinese Box (1997),Drama|Romance
561,Lost in Space (1998),Action|Adventure|Sci-Fi
1321,Mercury Rising (1998),Action|Drama|Thriller
95,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1573,City of Angels (1998),Drama|Fantasy|Romance
36,"Last Days of Disco, The (1998)",Comedy|Drama
2928,"Odd Couple II, The (1998)",Comedy
2753,My Giant (1998),Comedy
454,He Got Game (1998),Drama
2359,"Gingerbread Man, The (1998)",Drama|Thriller
2694,Live Flesh (Carne trémula) (1997),Drama|Romance
1234,Zero Effect (1998),Comedy|Mystery|Thriller
2978,Nil By Mouth (1997),Drama
1910,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
2719,Kissing a Fool (1998),Comedy|Romance
2403,Krippendorf's Tribe (1998),Comedy
2434,Kurt & Courtney (1998),Documentary
2754,"Real Blonde, The (1997)",Comedy
2129,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
2416,Taste of Cherry (Ta'm e guilass) (1997),Drama
2291,Character (Karakter) (1997),Drama
1986,Species II (1998),Horror|Sci-Fi
2755,Major League: Back to the Minors (1998),Comedy
2911,Wild Man Blues (1997),Documentary
2561,"Big Hit, The (1998)",Action|Comedy|Crime
2697,Tarzan and the Lost City (1998),Action|Adventure
2563,Black Dog (1998),Action|Thriller
2805,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
103,"Misérables, Les (1998)",Crime|Drama|Romance|War
2713,Still Breathing (1997),Comedy|Romance
1638,Clockwatchers (1997),Comedy
1051,Deep Impact (1998),Drama|Sci-Fi|Thriller
2377,"Hanging Garden, The (1997)",Drama|Romance
1345,Lawn Dogs (1997),Drama
2233,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
1056,Godzilla (1998),Action|Sci-Fi|Thriller
886,Bulworth (1998),Comedy|Drama|Romance
354,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
355,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
800,Almost Heroes (1998),Adventure|Comedy|Western
1348,Hope Floats (1998),Comedy|Drama|Romance
2385,Insomnia (1997),Drama|Mystery|Thriller
890,"Perfect Murder, A (1998)",Thriller
2942,Beyond Silence (Jenseits der Stille) (1996),Drama
1664,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1576,Can't Hardly Wait (1998),Comedy|Drama|Romance
2513,Cousin Bette (1998),Comedy
376,High Art (1998),Drama|Romance
2414,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama
2558,Dream for an Insomniac (1996),Drama|Romance
2113,Henry Fool (1997),Comedy|Drama
2897,Mr. Jealousy (1997),Comedy|Romance
34,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
250,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
2489,I Went Down (1997),Comedy|Crime|Drama
928,Dr. Dolittle (1998),Comedy
271,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1909,Picnic at Hanging Rock (1975),Drama|Mystery
1734,Smoke Signals (1998),Comedy|Drama
455,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
133,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
587,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
2102,Madeline (1998),Children|Comedy
1305,Small Soldiers (1998),Animation|Children|Fantasy|War
287,Pi (1998),Drama|Sci-Fi|Thriller
1472,Whatever (1998),Drama
289,There's Something About Mary (1998),Comedy|Romance
1689,Plan 9 from Outer Space (1959),Horror|Sci-Fi
2282,Wings (1927),Action|Drama|Romance|War
2109,"Broadway Melody, The (1929)",Musical
599,All Quiet on the Western Front (1930),Action|Drama|War
2593,Cimarron (1931),Drama|Western
2255,Grand Hotel (1932),Drama|Romance
1816,Mutiny on the Bounty (1935),Adventure|Drama
2435,"Great Ziegfeld, The (1936)",Drama|Musical
2595,"Life of Emile Zola, The (1937)",Drama
2063,You Can't Take It with You (1938),Comedy|Romance
2003,How Green Was My Valley (1941),Drama|Musical|Romance
2256,Mrs. Miniver (1942),Drama|War
1482,Going My Way (1944),Comedy|Drama|Musical
2064,"Lost Weekend, The (1945)",Drama
2105,"Best Years of Our Lives, The (1946)",Drama|War
2257,Gentleman's Agreement (1947),Drama
2448,Hamlet (1948),Drama
2283,All the King's Men (1949),Drama
2597,"Greatest Show on Earth, The (1952)",Drama
1819,From Here to Eternity (1953),Drama|Romance|War
101,On the Waterfront (1954),Crime|Drama
1531,Marty (1955),Drama|Romance
412,West Side Story (1961),Drama|Musical|Romance
633,Tom Jones (1963),Adventure|Comedy|Romance
1605,"Man for All Seasons, A (1966)",Drama
1931,In the Heat of the Night (1967),Drama|Mystery
2006,Oliver! (1968),Drama|Musical
1709,Midnight Cowboy (1969),Drama
136,"French Connection, The (1971)",Action|Crime|Thriller
139,Rocky (1976),Drama
140,Kramer vs. Kramer (1979),Drama
1057,Ordinary People (1980),Drama
143,Chariots of Fire (1981),Drama
1254,Terms of Endearment (1983),Comedy|Drama
423,Out of Africa (1985),Drama|Romance
1063,"Last Emperor, The (1987)",Drama
41,Rain Man (1988),Drama
42,Driving Miss Daisy (1989),Drama
1642,Take the Money and Run (1969),Comedy|Crime
1609,Klute (1971),Drama|Mystery
1260,Repo Man (1984),Comedy|Sci-Fi
371,Metropolitan (1990),Comedy
669,Labyrinth (1986),Adventure|Fantasy|Musical
168,"Breakfast Club, The (1985)",Comedy|Drama
1781,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1782,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1783,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1784,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1785,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1134,Friday the 13th (1980),Horror|Mystery|Thriller
1786,Friday the 13th Part 2 (1981),Horror
1488,Friday the 13th Part 3: 3D (1982),Horror
1658,Friday the 13th Part IV: The Final Chapter (1984),Horror
1787,Friday the 13th Part V: A New Beginning (1985),Horror
1788,Friday the 13th Part VI: Jason Lives (1986),Horror
1790,Friday the 13th Part VII: The New Blood (1988),Horror
1791,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
864,Halloween (1978),Horror
1711,Halloween II (1981),Horror
1712,Halloween III: Season of the Witch (1982),Horror
1713,Halloween 4: The Return of Michael Myers (1988),Horror
1714,Halloween 5: The Revenge of Michael Myers (1989),Horror
2325,Prom Night (1980),Horror
2326,Hello Mary Lou: Prom Night II (1987),Horror
1209,Child's Play (1988),Horror|Thriller
2328,Child's Play 2 (1990),Horror|Thriller
2330,Child's Play 3 (1991),Comedy|Horror|Thriller
1142,Poltergeist (1982),Horror|Thriller
2297,Poltergeist II: The Other Side (1986),Horror|Thriller
2331,Poltergeist III (1988),Horror|Thriller
429,"Exorcist, The (1973)",Horror|Mystery
2536,Exorcist II: The Heretic (1977),Horror
2332,"Exorcist III, The (1990)",Horror
707,Lethal Weapon (1987),Action|Comedy|Crime|Drama
709,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
163,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
711,Gremlins (1984),Comedy|Horror
1146,Gremlins 2: The New Batch (1990),Comedy|Horror
713,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
166,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1855,Polish Wedding (1998),Comedy
720,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
992,Metropolis (1927),Drama|Sci-Fi
733,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
734,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
309,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1083,Freaky Friday (1977),Children|Comedy|Fantasy
735,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1843,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
406,Babes in Toyland (1961),Children|Fantasy|Musical
17,Bambi (1942),Animation|Children|Drama
1085,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1091,Dangerous Liaisons (1988),Drama|Romance
750,Dune (1984),Adventure|Sci-Fi
2546,"Last Temptation of Christ, The (1988)",Drama
487,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
2183,"Rapture, The (1991)",Drama|Mystery
1092,Lolita (1997),Drama|Romance
2335,Disturbing Behavior (1998),Horror|Thriller
1671,Jane Austen's Mafia! (1998),Comedy|Crime
48,Saving Private Ryan (1998),Action|Drama|War
327,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
2763,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy
2764,"Barefoot Executive, The (1971)",Children|Comedy
764,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1703,"Black Hole, The (1979)",Children|Sci-Fi
2576,Blackbeard's Ghost (1968),Children|Comedy
2161,Blank Check (1994),Children|Comedy
1775,Candleshoe (1977),Adventure|Children|Comedy
1963,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
774,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
775,Condorman (1981),Action|Adventure|Children|Comedy
1101,D2: The Mighty Ducks (1994),Children|Comedy
777,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
2925,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
778,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance
779,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
780,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical
2239,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
781,"Happiest Millionaire, The (1967)",Comedy|Musical
1795,Herbie Goes Bananas (1980),Adventure|Children|Comedy
2743,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
1015,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1315,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
555,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
2895,Hot Lead and Cold Feet (1978),Action|Comedy|Western
1978,"Incredible Journey, The (1963)",Adventure|Children
239,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1316,"Parent Trap, The (1998)",Children|Comedy|Romance
2206,BASEketball (1998),Comedy
2779,"Governess, The (1998)",Drama|Romance
1113,Roger & Me (1989),Documentary
1477,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1434,Out of the Past (1947),Film-Noir
115,Doctor Zhivago (1965),Drama|Romance|War
2538,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
2032,"Trip to Bountiful, The (1985)",Drama
278,Tender Mercies (1983),Drama|Romance|Western
1520,And the Band Played On (1993),Drama
589,"'burbs, The (1989)",Comedy
2218,Fandango (1985),Comedy
2915,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
2781,Mephisto (1981),Drama|War
790,Blue Velvet (1986),Drama|Mystery|Thriller
592,"Journey of Natty Gann, The (1985)",Adventure|Children
593,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
605,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
207,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
399,"Mighty Ducks, The (1992)",Children|Comedy
1038,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
2222,Newsies (1992),Children|Musical
1039,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
2462,One Magic Christmas (1985),Drama|Fantasy
609,Peter Pan (1953),Animation|Children|Fantasy|Musical
1598,Popeye (1980),Adventure|Comedy|Musical
1040,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
621,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
623,Return from Witch Mountain (1978),Children|Sci-Fi
2140,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
625,Return to Oz (1985),Adventure|Children|Fantasy
627,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2826,"Shaggy D.A., The (1976)",Children|Comedy
629,Sleeping Beauty (1959),Animation|Children|Musical
1707,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
2288,Son of Flubber (1963),Children|Comedy
2295,Song of the South (1946),Adventure|Animation|Children|Musical
422,Splash (1984),Comedy|Fantasy|Romance
2236,Steamboat Willie (1928),Animation|Children|Comedy|Musical
1154,Tall Tale (1995),Adventure|Children|Fantasy|Western
2338,Tex (1982),Drama
763,Tron (1982),Action|Adventure|Sci-Fi
823,Swing Kids (1993),Drama|War
1722,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
765,L.A. Story (1991),Comedy|Romance
767,"Jerk, The (1979)",Comedy
1723,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
773,"Man with Two Brains, The (1983)",Comedy
1964,Grand Canyon (1991),Crime|Drama
2340,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller
1965,"Outsiders, The (1983)",Drama
205,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1010,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
1011,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
1284,"Dead Zone, The (1983)",Thriller
1285,Maximum Overdrive (1986),Horror
1865,Needful Things (1993),Drama|Horror
2298,Cujo (1983),Horror|Thriller
1168,Children of the Corn (1984),Horror|Thriller
1014,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
553,"Addams Family, The (1991)",Children|Comedy|Fantasy
554,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
73,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2921,Safe Men (1998),Comedy
2029,Atlantic City (1980),Crime|Drama|Romance
2947,Autumn Sonata (Höstsonaten) (1978),Drama
1288,Who's Afraid of Virginia Woolf? (1966),Drama
574,Adventures in Babysitting (1987),Adventure|Comedy
1169,Weird Science (1985),Comedy|Fantasy|Sci-Fi
575,Doctor Dolittle (1967),Adventure|Children|Musical
576,"Nutty Professor, The (1963)",Comedy|Sci-Fi
577,Charlotte's Web (1973),Animation|Children
579,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
1021,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
588,"Dark Crystal, The (1982)",Adventure|Fantasy
1027,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1028,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
1030,Legend (1985),Adventure|Fantasy|Romance
1290,Sixteen Candles (1984),Comedy|Romance
1031,Pretty in Pink (1986),Comedy|Drama|Romance
1329,St. Elmo's Fire (1985),Drama|Romance
1993,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
1236,House (1986),Comedy|Fantasy|Horror
1237,House II: The Second Story (1987),Comedy|Fantasy|Horror
1178,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2744,"Gods Must Be Crazy II, The (1989)",Comedy
1797,Air Bud: Golden Receiver (1998),Children|Comedy
1037,"Avengers, The (1998)",Action|Adventure
1332,How Stella Got Her Groove Back (1998),Drama|Romance
